Direction (°),frame_0210,frame_0210-fit
0.000000000,0.007717106,0.005590756
2.022471910,0.006737971,0.005590756
4.044943820,0.007338499,0.005590756
6.067415730,0.006537639,0.005590756
8.089887640,0.006603508,0.005590756
10.112359551,0.006557263,0.005590756
12.134831461,0.006109340,0.005590756
14.157303371,0.005511948,0.005590756
16.179775281,0.004767512,0.005590756
18.202247191,0.004453425,0.005590756
20.224719101,0.004135231,0.005590756
22.247191011,0.004389540,0.005590756
24.269662921,0.003770513,0.005590756
26.292134831,0.003645353,0.005590756
28.314606742,0.003764754,0.005590756
30.337078652,0.003307925,0.005590756
32.359550562,0.003727486,0.005590756
34.382022472,0.003448249,0.005590756
36.404494382,0.003281366,0.005590756
38.426966292,0.003673770,0.005590756
40.449438202,0.003349761,0.005590756
42.471910112,0.003506953,0.005590756
44.494382022,0.003571635,0.005590756
46.516853933,0.003483894,0.005590756
48.539325843,0.003880321,0.005590756
50.561797753,0.004058164,0.005590756
52.584269663,0.004051805,0.005590756
54.606741573,0.004246298,0.005590756
56.629213483,0.004392032,0.005590756
58.651685393,0.004698296,0.005590756
60.674157303,0.004899582,0.005590756
62.696629213,0.004777787,0.005590757
64.719101124,0.004731520,0.005590762
66.741573034,0.005627162,0.005590806
68.764044944,0.006486307,0.005591101
70.786516854,0.006428050,0.005592836
72.808988764,0.007036897,0.005601644
74.831460674,0.007907512,0.005640197
76.853932584,0.008452141,0.005785528
78.876404494,0.011313269,0.006256459
80.898876404,0.012899732,0.007564758
82.921348315,0.015211054,0.010669177
84.943820225,0.019099265,0.016925808
86.966292135,0.027813074,0.027540628
88.988764045,0.038423015,0.042467633
91.011235955,0.057658881,0.059342177
93.033707865,0.073600375,0.073564227
95.056179775,0.083533617,0.080167363
97.078651685,0.075787407,0.076577861
99.101123596,0.065808042,0.064214020
101.123595506,0.045808353,0.047593165
103.146067416,0.029777830,0.031699867
105.168539326,0.018724109,0.019671436
107.191011236,0.013434327,0.012178988
109.213483146,0.011458932,0.008265165
111.235955056,0.008527978,0.006532646
113.258426966,0.007004231,0.005878553
115.280898876,0.006361585,0.005667049
117.303370787,0.005075579,0.005608303
119.325842697,0.004967406,0.005594257
121.348314607,0.004945695,0.005591362
123.370786517,0.004529674,0.005590847
125.393258427,0.004457381,0.005590768
127.415730337,0.004541898,0.005590757
129.438202247,0.004319999,0.005590756
131.460674157,0.004802823,0.005590756
133.483146067,0.005110384,0.005590756
135.505617978,0.004561060,0.005590756
137.528089888,0.004979034,0.005590756
139.550561798,0.004874467,0.005590756
141.573033708,0.005082975,0.005590756
143.595505618,0.005425318,0.005590756
145.617977528,0.005290816,0.005590756
147.640449438,0.005231625,0.005590756
149.662921348,0.005718056,0.005590756
151.685393258,0.005894019,0.005590756
153.707865169,0.005700300,0.005590756
155.730337079,0.005753517,0.005590756
157.752808989,0.006797230,0.005590756
159.775280899,0.005902326,0.005590756
161.797752809,0.006045377,0.005590756
163.820224719,0.006787162,0.005590756
165.842696629,0.006419145,0.005590756
167.865168539,0.006811745,0.005590756
169.887640449,0.006911234,0.005590756
171.910112360,0.006788948,0.005590756
173.932584270,0.006740573,0.005590756
175.955056180,0.007249323,0.005590756
177.977528090,0.007258214,0.005590756
180.000000000,0.007717106,0.005590756
