Direction (°),frame_0210,frame_0210-fit
0.000000000,0.010273197,0.006004110
2.022471910,0.009103844,0.006004110
4.044943820,0.008938386,0.006004110
6.067415730,0.008668910,0.006004110
8.089887640,0.008590057,0.006004110
10.112359551,0.007923103,0.006004110
12.134831461,0.007709376,0.006004110
14.157303371,0.007012657,0.006004110
16.179775281,0.006596401,0.006004110
18.202247191,0.006559822,0.006004110
20.224719101,0.006279414,0.006004110
22.247191011,0.006076624,0.006004110
24.269662921,0.004919473,0.006004110
26.292134831,0.005148803,0.006004110
28.314606742,0.004853286,0.006004110
30.337078652,0.004684874,0.006004110
32.359550562,0.004651560,0.006004110
34.382022472,0.004379842,0.006004110
36.404494382,0.004491430,0.006004110
38.426966292,0.004496599,0.006004110
40.449438202,0.004541558,0.006004110
42.471910112,0.004627647,0.006004110
44.494382022,0.005379615,0.006004110
46.516853933,0.005441537,0.006004110
48.539325843,0.005417648,0.006004110
50.561797753,0.005507475,0.006004110
52.584269663,0.005371780,0.006004110
54.606741573,0.005172429,0.006004110
56.629213483,0.005596746,0.006004115
58.651685393,0.005621163,0.006004142
60.674157303,0.006102273,0.006004289
62.696629213,0.006833238,0.006005001
64.719101124,0.007146226,0.006008095
66.741573034,0.007359981,0.006020101
68.764044944,0.007128276,0.006061698
70.786516854,0.007989872,0.006190215
72.808988764,0.008930694,0.006543822
74.831460674,0.009123658,0.007408695
76.853932584,0.012944422,0.009284414
78.876404494,0.015583865,0.012878922
80.898876404,0.022658245,0.018933805
82.921348315,0.028477166,0.027826206
84.943820225,0.036067445,0.039055166
86.966292135,0.047856170,0.050925679
88.988764045,0.061720925,0.060794601
91.011235955,0.061878901,0.065974404
93.033707865,0.072902825,0.064908527
95.056179775,0.055802573,0.057924775
97.078651685,0.048572387,0.047073035
99.101123596,0.033695388,0.035156027
101.123595506,0.023328570,0.024573670
103.146067416,0.015158318,0.016619032
105.168539326,0.010314090,0.011449296
107.191011236,0.008633104,0.008510735
109.213483146,0.006935617,0.007039601
111.235955056,0.005213076,0.006387980
113.258426966,0.004848099,0.006131813
115.280898876,0.004549141,0.006042234
117.303370787,0.004354836,0.006014323
119.325842697,0.004167315,0.006006565
121.348314607,0.003635457,0.006004639
123.370786517,0.003518000,0.006004212
125.393258427,0.003520276,0.006004128
127.415730337,0.003783515,0.006004112
129.438202247,0.003505202,0.006004110
131.460674157,0.003610636,0.006004110
133.483146067,0.003705591,0.006004110
135.505617978,0.003703808,0.006004110
137.528089888,0.003693793,0.006004110
139.550561798,0.003835612,0.006004110
141.573033708,0.004122238,0.006004110
143.595505618,0.004981708,0.006004110
145.617977528,0.004136022,0.006004110
147.640449438,0.004394836,0.006004110
149.662921348,0.004768597,0.006004110
151.685393258,0.004815445,0.006004110
153.707865169,0.005283034,0.006004110
155.730337079,0.005659296,0.006004110
157.752808989,0.005855270,0.006004110
159.775280899,0.006363723,0.006004110
161.797752809,0.006620166,0.006004110
163.820224719,0.007181423,0.006004110
165.842696629,0.007124362,0.006004110
167.865168539,0.007729143,0.006004110
169.887640449,0.008638859,0.006004110
171.910112360,0.008573248,0.006004110
173.932584270,0.009228602,0.006004110
175.955056180,0.009139423,0.006004110
177.977528090,0.008287569,0.006004110
180.000000000,0.010273197,0.006004110
