Direction (°),frame_0210,frame_0210-fit
0.000000000,0.004214795,0.004527568
2.022471910,0.003448951,0.004527568
4.044943820,0.003537478,0.004527568
6.067415730,0.003560859,0.004527568
8.089887640,0.003334326,0.004527568
10.112359551,0.003211823,0.004527568
12.134831461,0.003436403,0.004527568
14.157303371,0.003160200,0.004527568
16.179775281,0.003172824,0.004527568
18.202247191,0.003054479,0.004527568
20.224719101,0.002906230,0.004527568
22.247191011,0.003152832,0.004527568
24.269662921,0.003221735,0.004527568
26.292134831,0.003145199,0.004527568
28.314606742,0.003055161,0.004527568
30.337078652,0.003140759,0.004527568
32.359550562,0.003158942,0.004527568
34.382022472,0.002921483,0.004527568
36.404494382,0.002950949,0.004527568
38.426966292,0.002756318,0.004527568
40.449438202,0.002701641,0.004527568
42.471910112,0.002737836,0.004527568
44.494382022,0.002626334,0.004527568
46.516853933,0.002727980,0.004527568
48.539325843,0.003050978,0.004527568
50.561797753,0.002828184,0.004527568
52.584269663,0.003404650,0.004527568
54.606741573,0.003187948,0.004527568
56.629213483,0.003475341,0.004527568
58.651685393,0.003450821,0.004527568
60.674157303,0.003737759,0.004527569
62.696629213,0.003951863,0.004527569
64.719101124,0.004274883,0.004527577
66.741573034,0.005206078,0.004527644
68.764044944,0.005636581,0.004528123
70.786516854,0.006116223,0.004531055
72.808988764,0.007023528,0.004546394
74.831460674,0.007795012,0.004614827
76.853932584,0.010499209,0.004874818
78.876404494,0.012277204,0.005714000
80.898876404,0.014583596,0.008007837
82.921348315,0.022213260,0.013292571
84.943820225,0.027936166,0.023479812
86.966292135,0.032779236,0.039711019
88.988764045,0.058637810,0.060604659
91.011235955,0.076895512,0.081264028
93.033707865,0.095978721,0.094682043
95.056179775,0.104823478,0.095464867
97.078651685,0.080309393,0.083280377
99.101123596,0.061802301,0.063081936
101.123595506,0.036105421,0.041906061
103.146067416,0.024556312,0.025013396
105.168539326,0.017389561,0.014167068
107.191011236,0.013696975,0.008421826
109.213483146,0.011069296,0.005878285
111.235955056,0.009765597,0.004929797
113.258426966,0.007813444,0.004630406
115.280898876,0.006375284,0.004550142
117.303370787,0.005642325,0.004531823
119.325842697,0.005662894,0.004528257
121.348314607,0.004976766,0.004527664
123.370786517,0.004634021,0.004527580
125.393258427,0.004098015,0.004527570
127.415730337,0.003891685,0.004527569
129.438202247,0.004016343,0.004527568
131.460674157,0.003760451,0.004527568
133.483146067,0.003479077,0.004527568
135.505617978,0.003767447,0.004527568
137.528089888,0.004074179,0.004527568
139.550561798,0.004375999,0.004527568
141.573033708,0.004087013,0.004527568
143.595505618,0.003942069,0.004527568
145.617977528,0.003874297,0.004527568
147.640449438,0.003999898,0.004527568
149.662921348,0.004362918,0.004527568
151.685393258,0.004636761,0.004527568
153.707865169,0.005042501,0.004527568
155.730337079,0.004653763,0.004527568
157.752808989,0.004057847,0.004527568
159.775280899,0.004540964,0.004527568
161.797752809,0.004333338,0.004527568
163.820224719,0.004357874,0.004527568
165.842696629,0.004475964,0.004527568
167.865168539,0.004672146,0.004527568
169.887640449,0.004393979,0.004527568
171.910112360,0.003869635,0.004527568
173.932584270,0.003414280,0.004527568
175.955056180,0.003316728,0.004527568
177.977528090,0.003390866,0.004527568
180.000000000,0.004214795,0.004527568
