Direction (°),C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/20240...dpics/otherreplicates/62pt5_rep2_4x_stitched_stack-MaxIP,C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/20240...dpics/otherreplicates/62pt5_rep2_4x_stitched_stack-MaxIP-fit
0.000000000,0.011327742,0.009663810
2.022471910,0.010726443,0.009663810
4.044943820,0.010491888,0.009663810
6.067415730,0.010656907,0.009663811
8.089887640,0.010684284,0.009663812
10.112359551,0.010524843,0.009663814
12.134831461,0.010616305,0.009663820
14.157303371,0.010568320,0.009663834
16.179775281,0.010500454,0.009663867
18.202247191,0.010553674,0.009663944
20.224719101,0.010483947,0.009664116
22.247191011,0.010372918,0.009664485
24.269662921,0.010225711,0.009665254
26.292134831,0.010351718,0.009666802
28.314606742,0.010193631,0.009669817
30.337078652,0.010330836,0.009675494
32.359550562,0.010469171,0.009685829
34.382022472,0.010520356,0.009704015
36.404494382,0.010959323,0.009734937
38.426966292,0.011048622,0.009785726
40.449438202,0.010995389,0.009866278
42.471910112,0.010993243,0.009989593
44.494382022,0.010998538,0.010171702
46.516853933,0.011108233,0.010430972
48.539325843,0.012090377,0.010786541
50.561797753,0.012060517,0.011255789
52.584269663,0.012098622,0.011850924
54.606741573,0.012935148,0.012575052
56.629213483,0.013262814,0.013418359
58.651685393,0.014254142,0.014355291
60.674157303,0.014608202,0.015343634
62.696629213,0.015581180,0.016326237
64.719101124,0.016753034,0.017235673
66.741573034,0.017100990,0.018001499
68.764044944,0.018404024,0.018559125
70.786516854,0.019256296,0.018858767
72.808988764,0.019426762,0.018872773
74.831460674,0.019497060,0.018599836
76.853932584,0.017921842,0.018065194
78.876404494,0.017805602,0.017316778
80.898876404,0.016408125,0.016418131
82.921348315,0.015895812,0.015439530
84.943820225,0.014271747,0.014449045
86.966292135,0.013004020,0.013505065
88.988764045,0.012822011,0.012651363
91.011235955,0.011907924,0.011915097
93.033707865,0.010855205,0.011307496
95.056179775,0.009917488,0.010826541
97.078651685,0.010057362,0.010460726
99.101123596,0.009682391,0.010193009
101.123595506,0.009621868,0.010004295
103.146067416,0.009049007,0.009876061
105.168539326,0.009005720,0.009792006
107.191011236,0.008781643,0.009738829
109.213483146,0.008288788,0.009706344
111.235955056,0.008382036,0.009687176
113.258426966,0.008414639,0.009676247
115.280898876,0.008430379,0.009670223
117.303370787,0.008250617,0.009667015
119.325842697,0.008303459,0.009665361
121.348314607,0.008035319,0.009664538
123.370786517,0.008269220,0.009664141
125.393258427,0.008280101,0.009663956
127.415730337,0.008190788,0.009663872
129.438202247,0.008173213,0.009663836
131.460674157,0.008363426,0.009663820
133.483146067,0.008382068,0.009663814
135.505617978,0.008808364,0.009663812
137.528089888,0.008400339,0.009663811
139.550561798,0.008464453,0.009663810
141.573033708,0.008790747,0.009663810
143.595505618,0.009060465,0.009663810
145.617977528,0.008972875,0.009663810
147.640449438,0.009090055,0.009663810
149.662921348,0.009005811,0.009663810
151.685393258,0.009570490,0.009663810
153.707865169,0.009562113,0.009663810
155.730337079,0.009588135,0.009663810
157.752808989,0.009897354,0.009663810
159.775280899,0.009611794,0.009663810
161.797752809,0.009887982,0.009663810
163.820224719,0.009940034,0.009663810
165.842696629,0.009984577,0.009663810
167.865168539,0.010015690,0.009663810
169.887640449,0.010442361,0.009663810
171.910112360,0.010446726,0.009663810
173.932584270,0.010351111,0.009663810
175.955056180,0.010584929,0.009663810
177.977528090,0.010392371,0.009663810
180.000000000,0.011327742,0.009663810
