Direction (°),frame_0210,frame_0210-fit
0.000000000,0.006594429,0.006221189
2.022471910,0.005881591,0.006221189
4.044943820,0.005658937,0.006221189
6.067415730,0.005624930,0.006221189
8.089887640,0.005431675,0.006221189
10.112359551,0.005571725,0.006221189
12.134831461,0.005497578,0.006221189
14.157303371,0.005364642,0.006221189
16.179775281,0.005509324,0.006221189
18.202247191,0.005217168,0.006221189
20.224719101,0.004932249,0.006221189
22.247191011,0.005634405,0.006221189
24.269662921,0.005220774,0.006221189
26.292134831,0.005184095,0.006221189
28.314606742,0.005411879,0.006221189
30.337078652,0.005635385,0.006221189
32.359550562,0.005362753,0.006221189
34.382022472,0.005141623,0.006221189
36.404494382,0.005510682,0.006221189
38.426966292,0.005814264,0.006221189
40.449438202,0.006114922,0.006221189
42.471910112,0.005808266,0.006221189
44.494382022,0.006085996,0.006221189
46.516853933,0.006271435,0.006221189
48.539325843,0.006542885,0.006221189
50.561797753,0.006082559,0.006221190
52.584269663,0.006225049,0.006221190
54.606741573,0.006100292,0.006221191
56.629213483,0.006085174,0.006221193
58.651685393,0.005684768,0.006221197
60.674157303,0.005957306,0.006221206
62.696629213,0.005656389,0.006221222
64.719101124,0.005913726,0.006221255
66.741573034,0.006005623,0.006221318
68.764044944,0.006362043,0.006221436
70.786516854,0.005830665,0.006221653
72.808988764,0.006231646,0.006222046
74.831460674,0.006314013,0.006222746
76.853932584,0.005779988,0.006223965
78.876404494,0.006796372,0.006226053
80.898876404,0.006843788,0.006229559
82.921348315,0.006940174,0.006235337
84.943820225,0.007356209,0.006244677
86.966292135,0.008269876,0.006259492
88.988764045,0.008120834,0.006282539
91.011235955,0.008018075,0.006317709
93.033707865,0.007265470,0.006370340
95.056179775,0.007530530,0.006447573
97.078651685,0.007545623,0.006558691
99.101123596,0.008088944,0.006715405
101.123595506,0.009414173,0.006932022
103.146067416,0.009139685,0.007225407
105.168539326,0.009538153,0.007614662
107.191011236,0.009707849,0.008120426
109.213483146,0.009533578,0.008763742
111.235955056,0.010984171,0.009564453
113.258426966,0.012296138,0.010539178
115.280898876,0.012721299,0.011698941
117.303370787,0.014063426,0.013046670
119.325842697,0.014680084,0.014574799
121.348314607,0.016384673,0.016263304
123.370786517,0.015416460,0.018078501
125.393258427,0.018333352,0.019972919
127.415730337,0.022064777,0.021886480
129.438202247,0.023964087,0.023749079
131.460674157,0.025701957,0.025484497
133.483146067,0.025997739,0.027015385
135.505617978,0.025225126,0.028268897
137.528089888,0.027783551,0.029182401
139.550561798,0.029839757,0.029708657
141.573033708,0.032605321,0.029819866
143.595505618,0.030283828,0.029510099
145.617977528,0.029465351,0.028795822
147.640449438,0.028033249,0.027714449
149.662921348,0.027019983,0.026321090
151.685393258,0.025828055,0.024683906
153.707865169,0.023774106,0.022878593
155.730337079,0.022686026,0.020982642
157.752808989,0.017938580,0.019069940
159.775280899,0.016740221,0.017206258
161.797752809,0.013867991,0.015445941
163.820224719,0.012751782,0.013829997
165.842696629,0.010921042,0.012385558
167.865168539,0.011298514,0.011126547
169.887640449,0.009448547,0.010055283
171.910112360,0.007762513,0.009164695
173.932584270,0.007671880,0.008440801
175.955056180,0.007285746,0.007865180
177.977528090,0.007204052,0.007417190
180.000000000,0.006594429,0.007075811
