Direction (°),frame_0210,frame_0210-fit
0.000000000,0.005711944,0.005045039
2.022471910,0.005021697,0.005045363
4.044943820,0.004985343,0.005045948
6.067415730,0.004704146,0.005046984
8.089887640,0.005028513,0.005048784
10.112359551,0.005113895,0.005051855
12.134831461,0.004696394,0.005056993
14.157303371,0.004729593,0.005065426
16.179775281,0.004805242,0.005079004
18.202247191,0.004584125,0.005100446
20.224719101,0.004803678,0.005133654
22.247191011,0.004966451,0.005184086
24.269662921,0.004842655,0.005259183
26.292134831,0.005396835,0.005368813
28.314606742,0.006065907,0.005525686
30.337078652,0.006146953,0.005745679
32.359550562,0.006325586,0.006047964
34.382022472,0.007790378,0.006454845
36.404494382,0.008813854,0.006991189
38.426966292,0.009490860,0.007683339
40.449438202,0.010061318,0.008557454
42.471910112,0.011432973,0.009637270
44.494382022,0.013701372,0.010941332
46.516853933,0.014452709,0.012479900
48.539325843,0.016854940,0.014251774
50.561797753,0.019171207,0.016241426
52.584269663,0.020806834,0.018416841
54.606741573,0.021400846,0.020728499
56.629213483,0.025153136,0.023109871
58.651685393,0.022971232,0.025479639
60.674157303,0.026050679,0.027745707
62.696629213,0.025427243,0.029810786
64.719101124,0.024627673,0.031579153
66.741573034,0.027873568,0.032963927
68.764044944,0.029625624,0.033894123
70.786516854,0.033414967,0.034320676
72.808988764,0.036000167,0.034220725
74.831460674,0.037590104,0.033599647
76.853932584,0.039877245,0.032490577
78.876404494,0.038893747,0.030951474
80.898876404,0.034345934,0.029060114
82.921348315,0.029125882,0.026907577
84.943820225,0.021518945,0.024591021
86.966292135,0.019202039,0.022206515
88.988764045,0.016923109,0.019842662
91.011235955,0.015645247,0.017575565
93.033707865,0.012511638,0.015465490
95.056179775,0.010656810,0.013555310
97.078651685,0.009589291,0.011870619
99.101123596,0.008436032,0.010421229
101.123595506,0.008828204,0.009203644
103.146067416,0.007188797,0.008204099
105.168539326,0.006999472,0.007401734
107.191011236,0.006494696,0.006771600
109.213483146,0.005984106,0.006287234
111.235955056,0.006083557,0.005922688
113.258426966,0.005753948,0.005653966
115.280898876,0.005590353,0.005459905
117.303370787,0.005639672,0.005322577
119.325842697,0.005773257,0.005227331
121.348314607,0.005528930,0.005162575
123.370786517,0.005277240,0.005119412
125.393258427,0.005335125,0.005091200
127.415730337,0.005229471,0.005073117
129.438202247,0.005372730,0.005061750
131.460674157,0.004736094,0.005054741
133.483146067,0.004852526,0.005050502
135.505617978,0.004953175,0.005047987
137.528089888,0.005140989,0.005046523
139.550561798,0.004856451,0.005045686
141.573033708,0.004773537,0.005045218
143.595505618,0.004741529,0.005044960
145.617977528,0.004419783,0.005044821
147.640449438,0.004680931,0.005044747
149.662921348,0.004629521,0.005044709
151.685393258,0.004456108,0.005044689
153.707865169,0.004569655,0.005044680
155.730337079,0.004462374,0.005044675
157.752808989,0.004572547,0.005044672
159.775280899,0.004393332,0.005044671
161.797752809,0.004597624,0.005044671
163.820224719,0.004840074,0.005044671
165.842696629,0.005193514,0.005044671
167.865168539,0.005283808,0.005044670
169.887640449,0.005224144,0.005044670
171.910112360,0.005265712,0.005044670
173.932584270,0.005161973,0.005044670
175.955056180,0.005440271,0.005044670
177.977528090,0.004596269,0.005044670
180.000000000,0.005711944,0.005044670
