Direction (°),frame_0210,frame_0210-fit
0.000000000,0.008427321,0.005674959
2.022471910,0.006293212,0.005674959
4.044943820,0.006380149,0.005674959
6.067415730,0.006221751,0.005674959
8.089887640,0.006445249,0.005674959
10.112359551,0.005610773,0.005674959
12.134831461,0.005545798,0.005674959
14.157303371,0.005410882,0.005674959
16.179775281,0.005034264,0.005674959
18.202247191,0.005441630,0.005674960
20.224719101,0.005492182,0.005674961
22.247191011,0.005638702,0.005674962
24.269662921,0.005316035,0.005674966
26.292134831,0.005002252,0.005674972
28.314606742,0.004758623,0.005674984
30.337078652,0.004763373,0.005675004
32.359550562,0.004945600,0.005675040
34.382022472,0.004758132,0.005675104
36.404494382,0.004787358,0.005675212
38.426966292,0.004958579,0.005675397
40.449438202,0.004909198,0.005675705
42.471910112,0.004531867,0.005676213
44.494382022,0.005105918,0.005677039
46.516853933,0.004724492,0.005678364
48.539325843,0.004603400,0.005680458
50.561797753,0.005153252,0.005683722
52.584269663,0.005239794,0.005688735
54.606741573,0.004647159,0.005696329
56.629213483,0.004596160,0.005707665
58.651685393,0.004709921,0.005724349
60.674157303,0.004653944,0.005748550
62.696629213,0.004540342,0.005783147
64.719101124,0.004754558,0.005831889
66.741573034,0.005551940,0.005899556
68.764044944,0.005880071,0.005992117
70.786516854,0.005797277,0.006116856
72.808988764,0.006007983,0.006282448
74.831460674,0.006225605,0.006498962
76.853932584,0.006932240,0.006777747
78.876404494,0.008454655,0.007131183
80.898876404,0.007746858,0.007572263
82.921348315,0.008028230,0.008113997
84.943820225,0.009662787,0.008768622
86.966292135,0.010376108,0.009546646
88.988764045,0.013377913,0.010455755
91.011235955,0.016014126,0.011499653
93.033707865,0.013735362,0.012676905
95.056179775,0.014019922,0.013979913
97.078651685,0.014948657,0.015394115
99.101123596,0.017122930,0.016897537
101.123595506,0.017940212,0.018460808
103.146067416,0.017095315,0.020047691
105.168539326,0.019391977,0.021616191
107.191011236,0.020973209,0.023120211
109.213483146,0.023690666,0.024511686
111.235955056,0.024555876,0.025743068
113.258426966,0.026161133,0.026769995
115.280898876,0.028891112,0.027553930
117.303370787,0.029601509,0.028064560
119.325842697,0.029176867,0.028281734
121.348314607,0.026744688,0.028196790
123.370786517,0.027172169,0.027813123
125.393258427,0.028818761,0.027145961
127.415730337,0.030991126,0.026221364
129.438202247,0.027220001,0.025074533
131.460674157,0.024877680,0.023747589
133.483146067,0.022598111,0.022287013
135.505617978,0.019025523,0.020740965
137.528089888,0.016648964,0.019156693
139.550561798,0.014698110,0.017578226
141.573033708,0.013639167,0.016044497
143.595505618,0.013914646,0.014587991
145.617977528,0.012910030,0.013233959
147.640449438,0.012663971,0.012000185
149.662921348,0.010379306,0.010897244
151.685393258,0.009282648,0.009929159
153.707865169,0.009223584,0.009094344
155.730337079,0.009594335,0.008386717
157.752808989,0.009194527,0.007796868
159.775280899,0.007717273,0.007313190
161.797752809,0.007570836,0.006922907
163.820224719,0.007495710,0.006612933
165.842696629,0.006810671,0.006370556
167.865168539,0.007606851,0.006183935
169.887640449,0.007708104,0.006042419
171.910112360,0.006913660,0.005936714
173.932584270,0.006965750,0.005858932
175.955056180,0.006299732,0.005802539
177.977528090,0.006124334,0.005762254
180.000000000,0.008427321,0.005733893
