Direction (°),frame_0210,frame_0210-fit
0.000000000,0.014186682,0.013834375
2.022471910,0.014704112,0.015023655
4.044943820,0.015346259,0.016275706
6.067415730,0.016721535,0.017571766
8.089887640,0.018597613,0.018889267
10.112359551,0.018959286,0.020202345
12.134831461,0.020216761,0.021482579
14.157303371,0.024622191,0.022699947
16.179775281,0.025338261,0.023823959
18.202247191,0.025370815,0.024824894
20.224719101,0.027265009,0.025675104
22.247191011,0.028555668,0.026350271
24.269662921,0.026651529,0.026830560
26.292134831,0.025429536,0.027101592
28.314606742,0.026392455,0.027155155
30.337078652,0.026627754,0.026989617
32.359550562,0.025763108,0.026610012
34.382022472,0.025373090,0.026027780
36.404494382,0.024776707,0.025260201
38.426966292,0.024131121,0.024329538
40.449438202,0.022760875,0.023261970
42.471910112,0.022320152,0.022086365
44.494382022,0.022330706,0.020833000
46.516853933,0.020391741,0.019532275
48.539325843,0.018255581,0.018213523
50.561797753,0.015652775,0.016903961
52.584269663,0.015282639,0.015627846
54.606741573,0.014337092,0.014405845
56.629213483,0.013850632,0.013254653
58.651685393,0.012209635,0.012186841
60.674157303,0.011819998,0.011210921
62.696629213,0.010414182,0.010331589
64.719101124,0.010299245,0.009550118
66.741573034,0.009151409,0.008864843
68.764044944,0.007646145,0.008271709
70.786516854,0.006955080,0.007764837
72.808988764,0.006998289,0.007337071
74.831460674,0.007035743,0.006980483
76.853932584,0.006624675,0.006686812
78.876404494,0.006887777,0.006447835
80.898876404,0.006947774,0.006255654
82.921348315,0.007221697,0.006102902
84.943820225,0.006899218,0.005982890
86.966292135,0.005910096,0.005889678
88.988764045,0.006126297,0.005818103
91.011235955,0.005722599,0.005763761
93.033707865,0.005310864,0.005722965
95.056179775,0.004818095,0.005692678
97.078651685,0.005115960,0.005670443
99.101123596,0.004757624,0.005654298
101.123595506,0.004512978,0.005642705
103.146067416,0.004521228,0.005634470
105.168539326,0.004483020,0.005628685
107.191011236,0.004775011,0.005624664
109.213483146,0.004654999,0.005621901
111.235955056,0.004385846,0.005620021
113.258426966,0.004402976,0.005618757
115.280898876,0.004130271,0.005617916
117.303370787,0.003835060,0.005617362
119.325842697,0.003707223,0.005617001
121.348314607,0.004029384,0.005616768
123.370786517,0.003727650,0.005616620
125.393258427,0.003857206,0.005616526
127.415730337,0.003640887,0.005616468
129.438202247,0.003616313,0.005616432
131.460674157,0.003875102,0.005616410
133.483146067,0.003692486,0.005616397
135.505617978,0.003902759,0.005616389
137.528089888,0.003852206,0.005616384
139.550561798,0.003979529,0.005616381
141.573033708,0.004267552,0.005616380
143.595505618,0.004374440,0.005616379
145.617977528,0.004476999,0.005616378
147.640449438,0.004359262,0.005616378
149.662921348,0.004095396,0.005616378
151.685393258,0.004362691,0.005616378
153.707865169,0.004564474,0.005616377
155.730337079,0.005094596,0.005616377
157.752808989,0.005516846,0.005616377
159.775280899,0.006244722,0.005616377
161.797752809,0.006644046,0.005616377
163.820224719,0.006840016,0.005616377
165.842696629,0.007558718,0.005616377
167.865168539,0.008344583,0.005616377
169.887640449,0.008825944,0.005616377
171.910112360,0.010142113,0.005616377
173.932584270,0.010527043,0.005616377
175.955056180,0.010516584,0.005616377
177.977528090,0.012391070,0.005616377
180.000000000,0.014186682,0.005616377
