Direction (°),C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/125_rep3_4x-MaxIP,C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/125_rep3_4x-MaxIP-fit
0.000000000,0.010262609,0.009886257
2.022471910,0.009626821,0.009886257
4.044943820,0.009589043,0.009886257
6.067415730,0.009726210,0.009886257
8.089887640,0.009504114,0.009886258
10.112359551,0.009574013,0.009886261
12.134831461,0.009858980,0.009886265
14.157303371,0.009883445,0.009886274
16.179775281,0.009677123,0.009886293
18.202247191,0.009619075,0.009886330
20.224719101,0.009559203,0.009886401
22.247191011,0.009370385,0.009886535
24.269662921,0.009548199,0.009886781
26.292134831,0.009679922,0.009887226
28.314606742,0.009630296,0.009888012
30.337078652,0.009597305,0.009889367
32.359550562,0.009779594,0.009891657
34.382022472,0.010101337,0.009895439
36.404494382,0.009825032,0.009901551
38.426966292,0.009923024,0.009911208
40.449438202,0.009835718,0.009926128
42.471910112,0.009986955,0.009948662
44.494382022,0.010048837,0.009981927
46.516853933,0.010388576,0.010029916
48.539325843,0.010445274,0.010097549
50.561797753,0.010211310,0.010190650
52.584269663,0.010565428,0.010315776
54.606741573,0.010728869,0.010479903
56.629213483,0.010938435,0.010689915
58.651685393,0.011051204,0.010951902
60.674157303,0.011412426,0.011270308
62.696629213,0.011729263,0.011646973
64.719101124,0.012348272,0.012080195
66.741573034,0.012714949,0.012563929
68.764044944,0.013409968,0.013087276
70.786516854,0.013754817,0.013634408
72.808988764,0.013670243,0.014185022
74.831460674,0.014139308,0.014715381
76.853932584,0.014754808,0.015199881
78.876404494,0.014942706,0.015613047
80.898876404,0.015459581,0.015931719
82.921348315,0.016546990,0.016137202
84.943820225,0.017081179,0.016217075
86.966292135,0.016555875,0.016166433
88.988764045,0.016524675,0.015988390
91.011235955,0.015751527,0.015693761
93.033707865,0.015321903,0.015299970
95.056179775,0.014568514,0.014829350
97.078651685,0.014535015,0.014307051
99.101123596,0.013388054,0.013758831
101.123595506,0.012959460,0.013209002
103.146067416,0.012429881,0.012678751
105.168539326,0.012024383,0.012184973
107.191011236,0.011694359,0.011739687
109.213483146,0.011382329,0.011350001
111.235955056,0.010763262,0.011018532
113.258426966,0.010670922,0.010744157
115.280898876,0.010564315,0.010522934
117.303370787,0.010747484,0.010349064
119.325842697,0.010375269,0.010215774
121.348314607,0.010091510,0.010116059
123.370786517,0.010120186,0.010043231
125.393258427,0.010287221,0.009991284
127.415730337,0.010145999,0.009955085
129.438202247,0.010196703,0.009930438
131.460674157,0.010148945,0.009914035
133.483146067,0.010035667,0.009903363
135.505617978,0.009848600,0.009896575
137.528089888,0.009886335,0.009892353
139.550561798,0.009876352,0.009889785
141.573033708,0.009807270,0.009888256
143.595505618,0.009978077,0.009887367
145.617977528,0.009908190,0.009886860
147.640449438,0.009792073,0.009886578
149.662921348,0.009859728,0.009886424
151.685393258,0.009962497,0.009886342
153.707865169,0.010026950,0.009886299
155.730337079,0.009971452,0.009886278
157.752808989,0.009810955,0.009886267
159.775280899,0.009852660,0.009886261
161.797752809,0.009836571,0.009886259
163.820224719,0.009897109,0.009886258
165.842696629,0.009779811,0.009886257
167.865168539,0.009993213,0.009886257
169.887640449,0.010187060,0.009886257
171.910112360,0.009935461,0.009886257
173.932584270,0.010052091,0.009886257
175.955056180,0.009959986,0.009886257
177.977528090,0.009730644,0.009886257
180.000000000,0.010262609,0.009886257
