Direction (°),C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/12pt5_rep2_4x-MaxIP,C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/12pt5_rep2_4x-MaxIP-fit
0.000000000,0.009678889,0.010079572
2.022471910,0.009609459,0.010152373
4.044943820,0.009738669,0.010223482
6.067415730,0.009885446,0.010292900
8.089887640,0.009934696,0.010360626
10.112359551,0.010149163,0.010426661
12.134831461,0.010352178,0.010491004
14.157303371,0.010452170,0.010553655
16.179775281,0.010556094,0.010614615
18.202247191,0.010814656,0.010673883
20.224719101,0.010730047,0.010731460
22.247191011,0.011072898,0.010787345
24.269662921,0.011262603,0.010841539
26.292134831,0.011360503,0.010894041
28.314606742,0.011317960,0.010944851
30.337078652,0.011297369,0.010993970
32.359550562,0.011504501,0.011041397
34.382022472,0.011512314,0.011087132
36.404494382,0.011581593,0.011131176
38.426966292,0.011675230,0.011173529
40.449438202,0.011688095,0.011214189
42.471910112,0.011554038,0.011253159
44.494382022,0.011671165,0.011290436
46.516853933,0.011690553,0.011326022
48.539325843,0.011615692,0.011359916
50.561797753,0.011629680,0.011392119
52.584269663,0.011576979,0.011422630
54.606741573,0.011489113,0.011451450
56.629213483,0.011402367,0.011478577
58.651685393,0.011461731,0.011504014
60.674157303,0.011321597,0.011527758
62.696629213,0.011497488,0.011549811
64.719101124,0.011814021,0.011570173
66.741573034,0.011568332,0.011588843
68.764044944,0.011505357,0.011605821
70.786516854,0.011406051,0.011621107
72.808988764,0.011547468,0.011634702
74.831460674,0.011562620,0.011646606
76.853932584,0.011483991,0.011656817
78.876404494,0.011587365,0.011665337
80.898876404,0.011859440,0.011672166
82.921348315,0.011675840,0.011677303
84.943820225,0.011626007,0.011680748
86.966292135,0.011586847,0.011682502
88.988764045,0.011733361,0.011682564
91.011235955,0.011541743,0.011680934
93.033707865,0.011345100,0.011677613
95.056179775,0.011379082,0.011672600
97.078651685,0.011209601,0.011665895
99.101123596,0.011057242,0.011657499
101.123595506,0.011115618,0.011647412
103.146067416,0.010984990,0.011635632
105.168539326,0.011064952,0.011622161
107.191011236,0.011074604,0.011606999
109.213483146,0.011141379,0.011590145
111.235955056,0.011141557,0.011571599
113.258426966,0.011133710,0.011551361
115.280898876,0.011210480,0.011529432
117.303370787,0.011188704,0.011505812
119.325842697,0.011180406,0.011480499
121.348314607,0.011340335,0.011453496
123.370786517,0.011198098,0.011424800
125.393258427,0.011378890,0.011394413
127.415730337,0.011355247,0.011362334
129.438202247,0.011460172,0.011328564
131.460674157,0.011496805,0.011293102
133.483146067,0.011591491,0.011255948
135.505617978,0.011682115,0.011217103
137.528089888,0.011461009,0.011176567
139.550561798,0.011611556,0.011134338
141.573033708,0.011592464,0.011090418
143.595505618,0.011669643,0.011044807
145.617977528,0.011465162,0.010997504
147.640449438,0.011352410,0.010948509
149.662921348,0.011397852,0.010897822
151.685393258,0.011349139,0.010845445
153.707865169,0.011386052,0.010791375
155.730337079,0.011214185,0.010735614
157.752808989,0.010976527,0.010678161
159.775280899,0.010910340,0.010619017
161.797752809,0.010610017,0.010558181
163.820224719,0.010524978,0.010495654
165.842696629,0.010256219,0.010431435
167.865168539,0.010145078,0.010365524
169.887640449,0.009982192,0.010297922
171.910112360,0.009950003,0.010228628
173.932584270,0.009872811,0.010157643
175.955056180,0.009677432,0.010084966
177.977528090,0.009602084,0.010010597
180.000000000,0.009678889,0.009934537
