Direction (°),C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/125_rep2_4x-MaxIP,C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/125_rep2_4x-MaxIP-fit
0.000000000,0.009165757,0.009268645
2.022471910,0.008943358,0.009269255
4.044943820,0.009276592,0.009270164
6.067415730,0.009428191,0.009271501
8.089887640,0.009383787,0.009273446
10.112359551,0.009201936,0.009276243
12.134831461,0.009296457,0.009280219
14.157303371,0.009456108,0.009285805
16.179775281,0.009434015,0.009293561
18.202247191,0.009213714,0.009304204
20.224719101,0.009428233,0.009318637
22.247191011,0.009457008,0.009337977
24.269662921,0.009420552,0.009363586
26.292134831,0.009607470,0.009397086
28.314606742,0.009671779,0.009440382
30.337078652,0.009840783,0.009495653
32.359550562,0.009815632,0.009565347
34.382022472,0.010130765,0.009652133
36.404494382,0.010164711,0.009758847
38.426966292,0.010098154,0.009888394
40.449438202,0.010434076,0.010043629
42.471910112,0.010553705,0.010227206
44.494382022,0.010648139,0.010441395
46.516853933,0.010603358,0.010687890
48.539325843,0.010999615,0.010967595
50.561797753,0.011326236,0.011280417
52.584269663,0.011757115,0.011625076
54.606741573,0.012169531,0.011998946
56.629213483,0.012639394,0.012397950
58.651685393,0.013158081,0.012816516
60.674157303,0.013227594,0.013247621
62.696629213,0.013575699,0.013682916
64.719101124,0.013470999,0.014112950
66.741573034,0.014253243,0.014527475
68.764044944,0.014561321,0.014915834
70.786516854,0.014848201,0.015267401
72.808988764,0.015556089,0.015572062
74.831460674,0.015490513,0.015820692
76.853932584,0.015805896,0.016005606
78.876404494,0.015592123,0.016120961
80.898876404,0.015998214,0.016163053
82.921348315,0.016268005,0.016130521
84.943820225,0.017125736,0.016024418
86.966292135,0.016444742,0.015848155
88.988764045,0.015889163,0.015607315
91.011235955,0.015348805,0.015309367
93.033707865,0.015890104,0.014963275
95.056179775,0.015145746,0.014579054
97.078651685,0.014194058,0.014167289
99.101123596,0.013348771,0.013738661
101.123595506,0.012984164,0.013303493
103.146067416,0.012326821,0.012871356
105.168539326,0.011748386,0.012450757
107.191011236,0.011755531,0.012048897
109.213483146,0.011370824,0.011671539
111.235955056,0.010970094,0.011322950
113.258426966,0.011044039,0.011005940
115.280898876,0.010548846,0.010721952
117.303370787,0.010531561,0.010471223
119.325842697,0.010423765,0.010252964
121.348314607,0.010159480,0.010065572
123.370786517,0.009949544,0.009906839
125.393258427,0.009839546,0.009774149
127.415730337,0.009637151,0.009664665
129.438202247,0.009766187,0.009575480
131.460674157,0.009503261,0.009503744
133.483146067,0.009645818,0.009446762
135.505617978,0.009756071,0.009402056
137.528089888,0.009526571,0.009367410
139.550561798,0.009468134,0.009340885
141.573033708,0.009440460,0.009320820
143.595505618,0.009352688,0.009305824
145.617977528,0.009243339,0.009294749
147.640449438,0.009171000,0.009286666
149.662921348,0.009157403,0.009280836
151.685393258,0.009194599,0.009276680
153.707865169,0.009092864,0.009273752
155.730337079,0.008939373,0.009271712
157.752808989,0.008920107,0.009270308
159.775280899,0.009078747,0.009269353
161.797752809,0.009092318,0.009268710
163.820224719,0.009053291,0.009268283
165.842696629,0.008980475,0.009268002
167.865168539,0.009029110,0.009267819
169.887640449,0.009069961,0.009267702
171.910112360,0.009039876,0.009267627
173.932584270,0.009021721,0.009267581
175.955056180,0.009076874,0.009267552
177.977528090,0.009164968,0.009267534
180.000000000,0.009165757,0.009267523
